plan_id,black_scores,latino_scores
4734,"{1: 0, 2: 0.2887166232823695, 3: 0, 4: 1, 5: 0, 6: 0.8908875062418105, 7: 0, 8: 0, 9: 0.7930257092913288, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0.13819669440020127, 3: 0, 4: 0.16467452116238585, 5: 0, 6: 0.0923758249665636, 7: 0, 8: 0, 9: 0.16639249913171664, 10: 0, 11: 0.08961191860666434, 12: 0, 13: 0, 14: 0.09884201135604544}"
4735,"{1: 0, 2: 0.2887166232823695, 3: 0, 4: 1, 5: 0, 6: 0.8908875062418105, 7: 0, 8: 0, 9: 0.7930257092913288, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0.13819669440020127, 3: 0, 4: 0.1624032961084454, 5: 0, 6: 0.0923758249665636, 7: 0, 8: 0, 9: 0.16639249913171664, 10: 0, 11: 0.08961191860666434, 12: 0, 13: 0, 14: 0.09884201135604544}"
4736,"{1: 0, 2: 0.2887166232823695, 3: 0, 4: 1, 5: 0, 6: 0.8908875062418105, 7: 0, 8: 0, 9: 0.7930257092913288, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0.13819669440020127, 3: 0, 4: 0.13910764149431032, 5: 0, 6: 0.0923758249665636, 7: 0, 8: 0, 9: 0.16639249913171664, 10: 0, 11: 0.11065412501805867, 12: 0, 13: 0, 14: 0.09884201135604544}"
4737,"{1: 0, 2: 0.2887166232823695, 3: 0, 4: 1, 5: 0, 6: 0.8908875062418105, 7: 0, 8: 0.43964335549936046, 9: 0.7930257092913288, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0.13819669440020127, 3: 0, 4: 0.13910764149431032, 5: 0, 6: 0.0923758249665636, 7: 0, 8: 0.2382956858641809, 9: 0.16639249913171664, 10: 0, 11: 0.11065412501805867, 12: 0, 13: 0, 14: 0.09884201135604544}"
4738,"{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0.8908875062418105, 7: 0, 8: 0.43964335549936046, 9: 0.7930257092913288, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0, 4: 0.13910764149431032, 5: 0, 6: 0.0923758249665636, 7: 0, 8: 0.2382956858641809, 9: 0.16639249913171664, 10: 0, 11: 0.11065412501805867, 12: 0, 13: 0, 14: 0.09884201135604544}"
4739,"{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0.8908875062418105, 7: 0, 8: 0.43964335549936046, 9: 0.7930257092913288, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0, 4: 0.13910764149431032, 5: 0, 6: 0.0923758249665636, 7: 0, 8: 0.2382956858641809, 9: 0.16639249913171664, 10: 0, 11: 0.11065412501805867, 12: 0, 13: 0, 14: 0.09884201135604544}"
4740,"{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0.8908875062418105, 7: 0, 8: 0.43964335549936046, 9: 0.9077019058030322, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0, 4: 0.13910764149431032, 5: 0, 6: 0.0923758249665636, 7: 0, 8: 0.2382956858641809, 9: 0.155202314265761, 10: 0, 11: 0.11675451089688763, 12: 0, 13: 0, 14: 0.09884201135604544}"
4741,"{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0.43964335549936046, 9: 0.9077019058030322, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0, 4: 0.13910764149431032, 5: 0, 6: 0, 7: 0, 8: 0.2382956858641809, 9: 0.155202314265761, 10: 0, 11: 0.10918229064391037, 12: 0, 13: 0, 14: 0.09884201135604544}"
4742,"{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0.43964335549936046, 9: 0.9077019058030322, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0, 4: 0.13910764149431032, 5: 0, 6: 0, 7: 0, 8: 0.2382956858641809, 9: 0.155202314265761, 10: 0, 11: 0.10798140109967343, 12: 0, 13: 0, 14: 0.09884201135604544}"
4743,"{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0.43964335549936046, 9: 0.9077019058030322, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0, 4: 0.13910764149431032, 5: 0, 6: 0, 7: 0, 8: 0.2382956858641809, 9: 0.155202314265761, 10: 0, 11: 0.10798140109967343, 12: 0, 13: 0, 14: 0.09884201135604544}"
4744,"{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.43964335549936046, 9: 0.9077019058030322, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0.13134630391817842, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.2382956858641809, 9: 0.155202314265761, 10: 0, 11: 0.10798140109967343, 12: 0, 13: 0, 14: 0.09884201135604544}"
4745,"{1: 0, 2: 0.87714559369248, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.43964335549936046, 9: 1, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0.15400604441465238, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.2382956858641809, 9: 0.1322067539921459, 10: 0, 11: 0.10798140109967343, 12: 0, 13: 0, 14: 0.09884201135604544}"
4746,"{1: 0, 2: 0.2894132058702049, 3: 0.9206134813243056, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.43964335549936046, 9: 1, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0.15064481450316766, 3: 0.14290463947033344, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.2382956858641809, 9: 0.1322067539921459, 10: 0, 11: 0.10798140109967343, 12: 0, 13: 0, 14: 0.09884201135604544}"
4747,"{1: 0, 2: 0.2894132058702049, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.43964335549936046, 9: 0.9115029266866627, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0.15064481450316766, 3: 0.12821542208805378, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.2382956858641809, 9: 0.148235937175745, 10: 0, 11: 0.10798140109967343, 12: 0, 13: 0, 14: 0.09884201135604544}"
4748,"{1: 0, 2: 0.305229594474969, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.43964335549936046, 9: 0.9115029266866627, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0.15018951837695435, 3: 0.12821542208805378, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.2382956858641809, 9: 0.148235937175745, 10: 0, 11: 0.10798140109967343, 12: 0, 13: 0, 14: 0.09884201135604544}"
4749,"{1: 0, 2: 0.305229594474969, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.9115029266866627, 10: 0, 11: 1, 12: 0, 13: 0.46411547492951544, 14: 0.7604661689048949}","{1: 0, 2: 0.15018951837695435, 3: 0.12821542208805378, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.148235937175745, 10: 0, 11: 0.10798140109967343, 12: 0, 13: 0.2481276058594194, 14: 0.09884201135604544}"
4750,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.9115029266866627, 10: 0, 11: 1, 12: 0, 13: 0.46411547492951544, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.12821542208805378, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.148235937175745, 10: 0, 11: 0.10798140109967343, 12: 0, 13: 0.2481276058594194, 14: 0.09884201135604544}"
4751,"{1: 0, 2: 0.28745213709461437, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.9115029266866627, 10: 0, 11: 1, 12: 0, 13: 0.46411547492951544, 14: 0.7604661689048949}","{1: 0, 2: 0.14841900230586524, 3: 0.12821542208805378, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.148235937175745, 10: 0, 11: 0.10798140109967343, 12: 0, 13: 0.2481276058594194, 14: 0.09884201135604544}"
4752,"{1: 0, 2: 0.2866402428840477, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.9115029266866627, 10: 0, 11: 1, 12: 0, 13: 0.46411547492951544, 14: 0.7604661689048949}","{1: 0, 2: 0.1479707955226236, 3: 0.12821542208805378, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.148235937175745, 10: 0, 11: 0.10798140109967343, 12: 0, 13: 0.2481276058594194, 14: 0.09884201135604544}"
4753,"{1: 0, 2: 0.2866402428840477, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.9956281352277481, 10: 0, 11: 1, 12: 0, 13: 0.46411547492951544, 14: 0.7604661689048949}","{1: 0, 2: 0.1479707955226236, 3: 0.14099782707625377, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.13454203472242174, 10: 0, 11: 0.10798140109967343, 12: 0, 13: 0.2481276058594194, 14: 0.09884201135604544}"
4754,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.9956281352277481, 10: 0, 11: 1, 12: 0, 13: 0.46411547492951544, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.14099782707625377, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0.13454203472242174, 10: 0, 11: 0.10798140109967343, 12: 0, 13: 0.2481276058594194, 14: 0.09884201135604544}"
4755,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0.9063581186424424, 7: 0, 8: 0, 9: 0.9956281352277481, 10: 0, 11: 1, 12: 0, 13: 0.46411547492951544, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.14099782707625377, 4: 0, 5: 0, 6: 0.09119912944168687, 7: 0, 8: 0, 9: 0.13454203472242174, 10: 0, 11: 0.11536089166423798, 12: 0, 13: 0.2481276058594194, 14: 0.09884201135604544}"
4756,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0.9063581186424424, 7: 0, 8: 0, 9: 0.9048424620626803, 10: 0, 11: 1, 12: 0, 13: 0.46411547492951544, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.14099782707625377, 4: 0, 5: 0, 6: 0.09119912944168687, 7: 0, 8: 0, 9: 0.14243786569818231, 10: 0, 11: 0.110399518039259, 12: 0, 13: 0.2481276058594194, 14: 0.09884201135604544}"
4757,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0.9063581186424424, 7: 0, 8: 0, 9: 0.9048424620626803, 10: 0, 11: 1, 12: 0, 13: 0.46411547492951544, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.14099782707625377, 4: 0, 5: 0, 6: 0.09119912944168687, 7: 0, 8: 0, 9: 0.14243786569818231, 10: 0, 11: 0.11032169843034996, 12: 0, 13: 0.2481276058594194, 14: 0.09884201135604544}"
4758,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0.9063581186424424, 7: 0, 8: 0, 9: 0.9048424620626803, 10: 0, 11: 1, 12: 0, 13: 0.46411547492951544, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.1167758671250221, 4: 0, 5: 0, 6: 0.09119912944168687, 7: 0, 8: 0, 9: 0.14243786569818231, 10: 0, 11: 0.1329810678833515, 12: 0, 13: 0.2481276058594194, 14: 0.09884201135604544}"
4759,"{1: 0, 2: 0, 3: 0.9946290860207937, 4: 0, 5: 0, 6: 0.9063581186424424, 7: 0, 8: 0, 9: 1, 10: 0, 11: 1, 12: 0, 13: 0.46411547492951544, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.1375799420233343, 4: 0, 5: 0, 6: 0.09119912944168687, 7: 0, 8: 0, 9: 0.12086195646373597, 10: 0, 11: 0.1329810678833515, 12: 0, 13: 0.2481276058594194, 14: 0.09884201135604544}"
4760,"{1: 0, 2: 0, 3: 0.9946290860207937, 4: 0, 5: 0, 6: 0.9063581186424424, 7: 1, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0, 13: 0.46411547492951544, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.1375799420233343, 4: 0, 5: 0, 6: 0.09119912944168687, 7: 0.13588263132091646, 8: 0, 9: 0.12086195646373597, 10: 0, 11: 0, 12: 0, 13: 0.2481276058594194, 14: 0.09884201135604544}"
4761,"{1: 0, 2: 0, 3: 0.9946290860207937, 4: 0, 5: 0, 6: 0.9063581186424424, 7: 1, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0, 13: 0.5095634922662751, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.1375799420233343, 4: 0, 5: 0, 6: 0.09119912944168687, 7: 0.13588263132091646, 8: 0, 9: 0.12086195646373597, 10: 0, 11: 0, 12: 0, 13: 0.2239313539216513, 14: 0.09884201135604544}"
4762,"{1: 0, 2: 0, 3: 0.9946290860207937, 4: 0, 5: 0, 6: 0.9063581186424424, 7: 1, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0, 13: 0.5095634922662751, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.1375799420233343, 4: 0, 5: 0, 6: 0.09119912944168687, 7: 0.13588263132091646, 8: 0, 9: 0.12086195646373597, 10: 0, 11: 0, 12: 0, 13: 0.2239313539216513, 14: 0.09884201135604544}"
4763,"{1: 0, 2: 0, 3: 0.9805109833611819, 4: 0, 5: 0, 6: 0.9063581186424424, 7: 1, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0, 13: 0.5095634922662751, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.1570881492728349, 4: 0, 5: 0, 6: 0.09119912944168687, 7: 0.13588263132091646, 8: 0, 9: 0.10142111814881605, 10: 0, 11: 0, 12: 0, 13: 0.2239313539216513, 14: 0.09884201135604544}"
4764,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0.9063581186424424, 7: 1, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0, 13: 0.5095634922662751, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.15669854540045564, 4: 0, 5: 0, 6: 0.09119912944168687, 7: 0.13699551907108573, 8: 0, 9: 0.10142111814881605, 10: 0, 11: 0, 12: 0, 13: 0.2239313539216513, 14: 0.09884201135604544}"
4765,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0.9063581186424424, 7: 1, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0, 13: 0.4799522911331564, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.15669854540045564, 4: 0, 5: 0, 6: 0.09119912944168687, 7: 0.13699551907108573, 8: 0, 9: 0.09866592492177502, 10: 0, 11: 0, 12: 0, 13: 0.23650804989156163, 14: 0.09884201135604544}"
4766,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0.9063581186424424, 7: 1, 8: 0.3047034915572536, 9: 1, 10: 0, 11: 0, 12: 0, 13: 0.4799522911331564, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.15669854540045564, 4: 0, 5: 0, 6: 0.09119912944168687, 7: 0.13699551907108573, 8: 0.1519351333095061, 9: 0.09866592492177502, 10: 0, 11: 0, 12: 0, 13: 0.23650804989156163, 14: 0.09884201135604544}"
4767,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 1, 7: 1, 8: 0.3047034915572536, 9: 0.9256173890084102, 10: 0, 11: 0, 12: 0, 13: 0.4799522911331564, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.15669854540045564, 4: 0, 5: 0, 6: 0.0945627024525118, 7: 0.13699551907108573, 8: 0.1519351333095061, 9: 0.09558572385443312, 10: 0, 11: 0, 12: 0, 13: 0.23650804989156163, 14: 0.09884201135604544}"
4768,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 1, 7: 1, 8: 0.33130318640240325, 9: 0.9256173890084102, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.15669854540045564, 4: 0, 5: 0, 6: 0.0945627024525118, 7: 0.13699551907108573, 8: 0.17161475389432723, 9: 0.09558572385443312, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.09884201135604544}"
4769,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 1, 7: 1, 8: 0.33130318640240325, 9: 0.9256173890084102, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.15669854540045564, 4: 0, 5: 0, 6: 0.0945627024525118, 7: 0.13699551907108573, 8: 0.17161475389432723, 9: 0.09558572385443312, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.09884201135604544}"
4770,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 1, 7: 1, 8: 0.33130318640240325, 9: 0.9256173890084102, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.15669854540045564, 4: 0, 5: 0, 6: 0.0945627024525118, 7: 0.13699551907108573, 8: 0.17161475389432723, 9: 0.09558572385443312, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.09884201135604544}"
4771,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 1, 7: 1, 8: 0.33130318640240325, 9: 0.9256173890084102, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.15574385501297194, 4: 0, 5: 0, 6: 0.0945627024525118, 7: 0.1381142209214285, 8: 0.17161475389432723, 9: 0.09558572385443312, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.09884201135604544}"
4772,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 1, 7: 1, 8: 0.33130318640240325, 9: 0.9256173890084102, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.15574385501297194, 4: 0, 5: 0, 6: 0.0945627024525118, 7: 0.1381142209214285, 8: 0.17161475389432723, 9: 0.09558572385443312, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.09884201135604544}"
4773,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0.33130318640240325, 9: 0.9256173890084102, 10: 0, 11: 0, 12: 0.9744920975275243, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.15574385501297194, 4: 0, 5: 0, 6: 0.0945627024525118, 7: 0, 8: 0.17161475389432723, 9: 0.09558572385443312, 10: 0, 11: 0, 12: 0.1662215034273736, 13: 0, 14: 0.09884201135604544}"
4774,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0.9953289019377356, 9: 0.9256173890084102, 10: 0, 11: 0, 12: 0.3289752681866948, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.15574385501297194, 4: 0, 5: 0, 6: 0.0945627024525118, 7: 0, 8: 0.18012592646325043, 9: 0.09558572385443312, 10: 0, 11: 0, 12: 0.15892051808710927, 13: 0, 14: 0.09884201135604544}"
4775,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0.9953289019377356, 9: 0.9256173890084102, 10: 0, 11: 0, 12: 0.3245265924244492, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.15574385501297194, 4: 0, 5: 0, 6: 0.0945627024525118, 7: 0, 8: 0.18012592646325043, 9: 0.09558572385443312, 10: 0, 11: 0, 12: 0.16046492656205674, 13: 0, 14: 0.09884201135604544}"
4776,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0.9904884399939223, 9: 0.9256173890084102, 10: 0, 11: 0, 12: 0.3245265924244492, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.15680294064936193, 4: 0, 5: 0, 6: 0.0945627024525118, 7: 0, 8: 0.17896798628968102, 9: 0.09558572385443312, 10: 0, 11: 0, 12: 0.16046492656205674, 13: 0, 14: 0.09884201135604544}"
4777,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0.9904884399939223, 9: 0.8261322508271594, 10: 0, 11: 0, 12: 0.3245265924244492, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.15284842680198032, 4: 0, 5: 0, 6: 0.0945627024525118, 7: 0, 8: 0.17896798628968102, 9: 0.09150050301108109, 10: 0, 11: 0, 12: 0.16046492656205674, 13: 0, 14: 0.09884201135604544}"
4778,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0.9904884399939223, 9: 1, 10: 0, 11: 0, 12: 0.3245265924244492, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.0945627024525118, 7: 0, 8: 0.17896798628968102, 9: 0.1386986838371688, 10: 0, 11: 0, 12: 0.16046492656205674, 13: 0, 14: 0.09884201135604544}"
4779,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0.3246873875988413, 9: 1, 10: 0, 11: 0, 12: 0.9555226697688878, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.0945627024525118, 7: 0, 8: 0.14132548817881452, 9: 0.1386986838371688, 10: 0, 11: 0, 12: 0.19781414232233258, 13: 0, 14: 0.09884201135604544}"
4780,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0.3289868943679099, 9: 1, 10: 0, 11: 0, 12: 0.9555226697688878, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.0945627024525118, 7: 0, 8: 0.14129641034437543, 9: 0.1386986838371688, 10: 0, 11: 0, 12: 0.19781414232233258, 13: 0, 14: 0.09884201135604544}"
4781,"{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0.3289868943679099, 9: 1, 10: 0, 11: 0, 12: 0.9555226697688878, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.1073501423405851, 7: 0, 8: 0.14129641034437543, 9: 0.12716849530265603, 10: 0, 11: 0, 12: 0.19781414232233258, 13: 0, 14: 0.09884201135604544}"
4782,"{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0.3289868943679099, 9: 1, 10: 0, 11: 0, 12: 0.9555226697688878, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0, 4: 0.10547904865909503, 5: 0, 6: 0, 7: 0, 8: 0.14129641034437543, 9: 0.12716849530265603, 10: 0, 11: 0, 12: 0.19781414232233258, 13: 0, 14: 0.09884201135604544}"
4783,"{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0.3517717414884292, 9: 1, 10: 0, 11: 0, 12: 0.9555226697688878, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0, 4: 0.10547904865909503, 5: 0, 6: 0, 7: 0, 8: 0.14292411267142974, 9: 0.12716849530265603, 10: 0, 11: 0, 12: 0.19781414232233258, 13: 0, 14: 0.09884201135604544}"
4784,"{1: 0, 2: 0, 3: 0.8551809345870777, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0.3517717414884292, 9: 1, 10: 0, 11: 0, 12: 0.9555226697688878, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.09590550684088635, 4: 0.11841471893129027, 5: 0, 6: 0, 7: 0, 8: 0.14292411267142974, 9: 0.12716849530265603, 10: 0, 11: 0, 12: 0.19781414232233258, 13: 0, 14: 0.09884201135604544}"
4785,"{1: 0, 2: 0, 3: 0.8551809345870777, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0.9495817182834753, 9: 1, 10: 0, 11: 0, 12: 0.38922850292340994, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.09590550684088635, 4: 0.11841471893129027, 5: 0, 6: 0, 7: 0, 8: 0.1272510900064973, 9: 0.12716849530265603, 10: 0, 11: 0, 12: 0.2094642141615762, 13: 0, 14: 0.09884201135604544}"
4786,"{1: 0, 2: 0, 3: 0.8551809345870777, 4: 1, 5: 0, 6: 0.8969005932352326, 7: 0, 8: 0.9495817182834753, 9: 0.6458006924937159, 10: 0, 11: 0, 12: 0.38922850292340994, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.09590550684088635, 4: 0.11841471893129027, 5: 0, 6: 0.12177598160614748, 7: 0, 8: 0.1272510900064973, 9: 0.14294033583099236, 10: 0, 11: 0, 12: 0.2094642141615762, 13: 0, 14: 0.09884201135604544}"
4787,"{1: 0, 2: 0, 3: 0.8551809345870777, 4: 1, 5: 0, 6: 0.8697951392332568, 7: 0, 8: 0.9495817182834753, 9: 0.6458006924937159, 10: 0, 11: 0, 12: 0.38922850292340994, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.09590550684088635, 4: 0.11541990886995424, 5: 0, 6: 0.1256957880776848, 7: 0, 8: 0.1272510900064973, 9: 0.14294033583099236, 10: 0, 11: 0, 12: 0.2094642141615762, 13: 0, 14: 0.09884201135604544}"
4788,"{1: 0, 2: 0, 3: 0.8551809345870777, 4: 1, 5: 0, 6: 0.6381273266078438, 7: 0, 8: 0.9495817182834753, 9: 0.8733053562412297, 10: 0, 11: 0, 12: 0.38922850292340994, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.09590550684088635, 4: 0.11541990886995424, 5: 0, 6: 0.17001663656188049, 7: 0, 8: 0.1272510900064973, 9: 0.09773325157024218, 10: 0, 11: 0, 12: 0.2094642141615762, 13: 0, 14: 0.09884201135604544}"
4789,"{1: 0, 2: 0, 3: 0.8551809345870777, 4: 1, 5: 0, 6: 0.6381273266078438, 7: 0.2758605046723105, 8: 0.9495817182834753, 9: 0.8733053562412297, 10: 0, 11: 0, 12: 0.5265498790205682, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.09590550684088635, 4: 0.11541990886995424, 5: 0, 6: 0.17001663656188049, 7: 0.13952157022116393, 8: 0.1272510900064973, 9: 0.09773325157024218, 10: 0, 11: 0, 12: 0.2657315340390302, 13: 0, 14: 0.09884201135604544}"
4790,"{1: 0, 2: 0, 3: 0.8551809345870777, 4: 0.8970717470418427, 5: 0, 6: 0.6381273266078438, 7: 0.2758605046723105, 8: 0.9495817182834753, 9: 1, 10: 0, 11: 0, 12: 0.5265498790205682, 13: 0, 14: 0.7604661689048949}","{1: 0, 2: 0, 3: 0.09590550684088635, 4: 0.09680273897633646, 5: 0, 6: 0.17001663656188049, 7: 0.13952157022116393, 8: 0.1272510900064973, 9: 0.11822553446484628, 10: 0, 11: 0, 12: 0.2657315340390302, 13: 0, 14: 0.09884201135604544}"
